,AFFGEOID,Zugeschnitten_area_full,Zugeschnitten_area_clipped,Anzahl_centers_in_counties
2384,0500000US38079,,,0
2385,0500000US39023,1045420755.155,1.045.420.755,1
2386,0500000US39139,1297885752.613,1.160.406.686,0
2387,0500000US55101,883119656.488,883.119.656,1
2388,0500000US55103,1527333845.554,860.114.617,0
2389,0500000US47083,538048785.393,538.048.785,0
2390,0500000US47095,,,0
2391,0500000US48493,2108261229.482,2.108.261.229,0
2392,0500000US49041,,,0
2393,0500000US20197,2077213352.596,2.077.213.353,0
2394,0500000US21157,884326926.337,165.929.028,0
2395,0500000US37183,2229864601.587,,2
2396,0500000US38013,,,0
2397,0500000US38041,,,0
2398,0500000US72063,,,0
2399,0500000US72075,,,0
2400,0500000US28017,,,0
2401,0500000US28099,1488853679.285,1.455.253.372,0
2402,0500000US40077,1897118467.613,312.446.274,0
2403,0500000US40109,1868632695.536,1.868.632.696,3
2404,0500000US18047,1015878659.925,1.015.878.660,0
2405,0500000US18079,982689154.4439999,905.369.328,0
2406,0500000US18093,1173996097.267,1.173.996.097,0
2407,0500000US18105,1068305550.6860001,1.068.305.551,1
2408,0500000US38069,,,0
2409,0500000US39005,1107680028.628,1.083.652.931,0
2410,0500000US39015,1281503163.6660001,1.212.966.844,0
2411,0500000US72085,,,0
2412,0500000US72109,,,0
2413,0500000US13081,732387506.955,732.387.507,0
2414,0500000US17095,1868007455.59,1.868.007.456,0
2415,0500000US18011,1098623856.307,1.098.623.856,0
2416,0500000US18135,1176318463.223,1.176.318.463,0
2417,0500000US18117,1060395617.382,1.055.656.411,0
2418,0500000US18137,1163515423.7189999,1.163.515.424,0
2419,0500000US18167,1065444820.73,1.065.444.821,2
2420,0500000US19065,1895810352.836,1.773.532.620,0
2421,0500000US19093,1120628522.053,997.890.700,0
2422,0500000US39029,1387554852.494,1.387.554.852,0
2423,0500000US39059,1371479304.769,786.837.354,0
2424,0500000US39087,,,0
2425,0500000US72119,,,0
2426,0500000US72129,,,0
2427,0500000US19123,1487623561.25,706.063.796,0
2428,0500000US20007,,,0
2429,0500000US36089,,,0
2430,0500000US19121,1458713471.8470001,1.458.713.472,0
2431,0500000US19151,,,0
2432,0500000US19179,1131356810.939,14.206.184,0
2433,0500000US20005,1126316643.188,1.126.316.643,0
2434,0500000US20081,,,0
2435,0500000US20093,,,0
2436,0500000US39145,,,0
2437,0500000US40003,,,0
2438,0500000US40059,,,0
2439,0500000US13017,661521491.904,226.835.739,0
2440,0500000US21091,516697438.881,516.697.439,0
2441,0500000US38025,,,0
2442,0500000US39045,1320274248.26,1.320.274.248,0
2443,0500000US39109,1063581042.582,1.063.581.043,0
2444,0500000US20103,1217279482.415,1.217.279.482,0
2445,0500000US20121,1533105164.4520001,1.533.105.164,0
2446,0500000US20179,,,0
2447,0500000US40083,1947406817.255,1.947.406.817,0
2448,0500000US40137,2319718008.434,,0
2449,0500000US41029,,,0
2450,0500000US26125,2352210818.1879997,,5
2451,0500000US17117,2253082180.93,,0
2452,0500000US19015,1487822323.809,1.487.822.324,0
2453,0500000US40015,3356454937.939,,0
2454,0500000US40099,1106305773.548,218.264.072,0
2455,0500000US28015,1652362109.525,969.611,0
2456,0500000US20207,,,0
2457,0500000US21061,800080640.1010001,800.080.640,0
2458,0500000US21117,426618218.34400004,426.618.218,0
2459,0500000US41041,2573068557.901,2.076.925.038,0
2460,0500000US41053,1926973528.22,1.926.973.528,0
2461,0500000US20035,2943139976.122,,0
2462,0500000US37105,674245166.789,674.245.167,0
2463,0500000US29055,1932783883.822,61.579.201,0
2464,0500000US29137,1739996679.5670002,1.473.064.805,0
2465,0500000US31169,1492854885.9429998,13.199.465,0
2466,0500000US42113,1173808928.6039999,1.159.205.933,0
2467,0500000US54009,240488582.431,240.488.582,0
2468,0500000US21233,872521997.82,872.521.998,0
2469,0500000US23029,,,0
2470,0500000US42025,1005220701.521,1.005.220.702,0
2471,0500000US42077,903511818.6889999,903.511.819,0
2472,0500000US13131,1199508328.0180001,1.199.508.328,0
2473,0500000US13173,520331163.399,520.331.163,0
2474,0500000US55069,2348102732.94,,0
2475,0500000US46065,,,0
2476,0500000US48019,2079821228.51,1.436.122.907,0
2477,0500000US48101,,,0
2478,0500000US26031,,,0
2479,0500000US26113,1487450805.7429998,357.888.003,0
2480,0500000US26129,1489833736.0279999,69.995.727,0
2481,0500000US45033,1057993892.0610001,479.156.995,0
2482,0500000US46053,,,0
2483,0500000US16047,1903049922.785,1.878.301.344,0
2484,0500000US17001,,,0
2485,0500000US17039,1051402652.2789999,1.051.402.652,0
2486,0500000US48259,1728093290.946,1.728.093.291,0
2487,0500000US48463,4066070440.6340003,856.431.655,0
2488,0500000US50021,,,0
2489,0500000US02164,,,0
2490,0500000US26151,2499012619.698,,0
2491,0500000US26161,1873466667.717,1.873.466.668,1
2492,0500000US27039,1139104435.253,195.313.754,0
2493,0500000US46091,,,0
2494,0500000US46102,,,0
2495,0500000US46115,,,0
2496,0500000US17087,906625022.47,906.625.022,0
2497,0500000US17163,1750990810.232,1.750.990.810,0
2498,0500000US01127,2095867349.149,2.017.018.002,0
2499,0500000US04019,23937777497.887,,3
2500,0500000US27063,1864777307.635,10.114,0
2501,0500000US27115,3712861015.271,1.702.663.039,0
2502,0500000US46129,,,0
2503,0500000US47077,1367599310.934,1.367.599.311,0
2504,0500000US48031,1860331419.524,1.854.113.948,0
2505,0500000US48117,3898265591.503,,0
2506,0500000US18089,1309233968.025,1.309.233.968,3
2507,0500000US18107,1312225330.28,1.312.225.330,0
2508,0500000US18161,429053470.17,429.053.470,0
2509,0500000US19021,1504406482.246,7.248.298,0
2510,0500000US05033,1568713927.5879998,1.568.713.928,0
2511,0500000US05125,1900628346.5470002,1.900.628.347,0
2512,0500000US27143,1555961733.918,1.555.462.549,0
2513,0500000US28057,1406601082.645,376.129.505,0
2514,0500000US28081,,,0
2515,0500000US28139,1196620909.6260002,113.900.701,0
2516,0500000US48147,2340533511.029,511.023.517,0
2517,0500000US48159,767614662.5860001,186.310.790,0
2518,0500000US19069,1510328731.1360002,1.172.679.229,0
2519,0500000US19107,1504595243.022,1.408.977.350,0
2520,0500000US19145,1389708645.0879998,520.599.383,0
2521,0500000US19193,2276094320.5,,2
2522,0500000US08025,2076941706.08,1.185.754.148,0
2523,0500000US12005,2300465983.617,65.302.818,0
2524,0500000US29015,1955060809.5779998,353.429,0
2525,0500000US29043,1465526949.258,1.465.526.949,0
2526,0500000US29101,2163918117.803,2.045.408.781,0
2527,0500000US29129,,,0
2528,0500000US48265,2887200024.545,853.164.314,0
2529,0500000US48293,2431630128.341,,0
2530,0500000US48437,2344514353.2520003,1.341.604.882,0
2531,0500000US49039,4160308805.788,1.126.808.191,0
2532,0500000US50005,,,0
2533,0500000US20039,,,0
2534,0500000US20099,1697911262.909,1.282.172.181,0
2535,0500000US20115,2477494714.012,1.542.081.886,0
2536,0500000US20165,,,0
2537,0500000US12091,2592535697.624,,0
2538,0500000US13005,,,0
2539,0500000US13045,1311634539.978,1.311.634.540,0
2540,0500000US29153,1963561245.551,411.380.401,0
2541,0500000US29186,1316612033.787,1.111.739.201,0
2542,0500000US29213,1694034331.055,1.659.913.588,0
2543,0500000US51089,999263865.997,999.263.866,0
2544,0500000US51595,18082057.544,18.082.058,0
2545,0500000US51678,6514155.637,6.514.156,0
2546,0500000US21037,414797897.28300005,414.797.897,0
2547,0500000US21161,640620177.91,343.061.233,0
2548,0500000US13087,1624174365.996,1.624.174.366,0
2549,0500000US16055,3386838232.222,,1
2550,0500000US17025,,,0
2551,0500000US30091,,,0
2552,0500000US31033,,,0
2553,0500000US31045,,,0
2554,0500000US31075,,,0
2555,0500000US31105,2471140209.023,750.971.428,0
2556,0500000US51760,162543512.409,162.543.512,0
2557,0500000US53023,1858347539.073,1.799.696.678,0
2558,0500000US22007,950489090.8410001,805.669.349,0
2559,0500000US22027,1998525389.649,1.479.095.105,0
2560,0500000US26007,,,0
2561,0500000US26085,1488032966.93,273.150.271,0
2562,0500000US17049,1246656514.0939999,124.875.444,0
2563,0500000US17083,979464483.8210001,979.464.484,0
2564,0500000US31129,,,0
2565,0500000US31157,,,0
2566,0500000US31185,1494318698.6239998,873.478.576,0
2567,0500000US33019,,,0
2568,0500000US53069,715644242.1589999,57.642.915,0
2569,0500000US54053,1155193722.78,881.047.807,0
2570,0500000US54077,1691404935.8279998,1.669.476.058,0
2571,0500000US26139,1496146156.417,1.496.146.156,1
2572,0500000US26157,2115121418.637,2.115.121.419,0
2573,0500000US17111,1584869697.515,1.584.869.698,0
2574,0500000US17139,894844307.499,894.844.307,0
2575,0500000US17193,1304589301.536,1.304.589.302,0
2576,0500000US36037,1284198305.918,1.284.198.306,0
2577,0500000US36049,,,0
2578,0500000US37073,898755357.18,898.755.357,0
2579,0500000US55053,2591785093.636,,0
2580,0500000US55081,2353562603.019,,0
2581,0500000US55137,1651880152.346,1.651.880.152,0
2582,0500000US56025,13941319206.766,,1
2583,0500000US27009,1069433496.3010001,1.069.433.496,0
2584,0500000US27057,,,0
2585,0500000US27105,1872559202.816,918.015.268,0
2586,0500000US27149,,,0
2587,0500000US26057,1481662023.103,1.481.662.023,0
2588,0500000US40139,,,0
2589,0500000US27025,1145377857.663,1.145.377.858,0
2590,0500000US48331,2663710608.352,,0
2591,0500000US48363,2566308830.782,963.560.447,0
2592,0500000US38031,,,0
2593,0500000US38075,,,0
2594,0500000US38093,,,0
2595,0500000US39003,1056174034.598,1.056.174.035,1
2596,0500000US39063,1384662641.91,1.384.662.642,1
2597,0500000US72073,,,0
2598,0500000US72091,,,0
2599,0500000US27079,1227443691.9910002,1.227.443.692,0
2600,0500000US27111,5758179272.007,1.522.844.078,0
2601,0500000US27165,1139603204.56,1.139.525.699,0
2602,0500000US48439,2349861465.163,,8
2603,0500000US49031,1990251864.425,1.498.769,0
2604,0500000US23005,2467312420.901,,0
2605,0500000US39101,1048821776.105,1.048.821.776,0
2606,0500000US39149,1065917907.113,1.065.917.907,0
2607,0500000US40011,2441576733.552,339.136.140,0
2608,0500000US40049,2117522322.0879998,2.113.192.927,0
2609,0500000US72107,,,0
2610,0500000US72125,,,0
2611,0500000US28079,1524447636.418,886.440.279,0
2612,0500000US28111,1694457949.5279999,1.694.457.950,0
2613,0500000US29045,,,0
2614,0500000US29073,1366195095.343,695.358.031,0
2615,0500000US35043,9660873627.605999,,0
2616,0500000US37045,1218414734.977,1.218.414.735,0
2617,0500000US40097,1777391430.758,1.777.391.431,0
2618,0500000US41063,,,0
2619,0500000US72143,,,0
2620,0500000US01045,1465660589.478,1.465.660.589,0
2621,0500000US29103,,,0
2622,0500000US29127,,,0
2623,0500000US29161,,,0
2624,0500000US29179,,,0
2625,0500000US48059,2347560810.701,,0
2626,0500000US01011,1628625182.766,1.628.625.183,0
2627,0500000US01079,1865921025.407,1.865.921.025,0
2628,0500000US42039,2691342736.061,,0
2629,0500000US42087,1076395802.1269999,1.076.395.802,0
2630,0500000US46021,,,0
2631,0500000US01105,1885617769.975,1.620.746.548,0
2632,0500000US02290,,,0
2633,0500000US05027,1996868314.143,1.095.174.673,0
2634,0500000US29209,1328059377.39,1.328.059.377,0
2635,0500000US31079,1432851809.64,1.432.851.810,0
2636,0500000US31107,2955489669.927,1.498.185.604,0
2637,0500000US31135,,,0
2638,0500000US05097,2082644222.48,2.030.655.164,0
2639,0500000US13097,523455414.26199996,523.455.414,1
2640,0500000US13155,945718955.365,680.889.870,0
2641,0500000US46067,2110730210.0470002,902.708.820,0
2642,0500000US46101,1349531846.765,1.349.531.847,0
2643,0500000US46119,,,0
2644,0500000US05059,1618971908.332,1.618.971.908,0
2645,0500000US18025,802396620.04,802.097.904,0
2646,0500000US18053,1076944180.085,1.076.944.180,0
2647,0500000US31163,1483144880.508,1.483.144.881,0
2648,0500000US32007,44635983718.738,884.342.572,0
2649,0500000US13281,447412644.398,441.535.604,0
2650,0500000US16011,5495740315.5,,0
2651,0500000US17035,901161130.538,724.281.593,0
2652,0500000US47015,691146904.325,691.146.904,0
2653,0500000US47111,798366192.123,781.850.176,0
2654,0500000US21163,842014549.2889999,842.014.549,0
2655,0500000US21215,497985158.78900003,497.985.159,0
2656,0500000US23013,1059277988.548,471.075.889,0
2657,0500000US34039,273057127.827,52.141.773,0
2658,0500000US35027,,,0
2659,0500000US17101,972270990.367,638.146.012,0
2660,0500000US18013,822356563.3,822.356.563,0
2661,0500000US18087,1003353897.747,1.003.353.898,0
2662,0500000US18113,1082912623.964,1.082.912.624,0
2663,0500000US18151,836556227.748,836.556.228,0
2664,0500000US48137,5529031384.159,1.768.831.626,0
2665,0500000US48153,2583403678.862,1.452.082.594,0
2666,0500000US48169,2334036434.165,1.884.676.514,0
2667,0500000US13273,879182149.837,879.182.150,0
2668,0500000US13297,858986459.9439999,858.986.460,0
2669,0500000US41069,,,0
2670,0500000US42085,1770911011.8620002,1.770.911.012,0
2671,0500000US19031,1509314876.728,1.509.314.877,0
2672,0500000US19155,2487900554.896,,2
2673,0500000US20019,,,0
2674,0500000US48217,2568041531.646,,0
2675,0500000US48255,1966148527.601,1.632.197.667,0
2676,0500000US05113,2244138203.656,165.203.860,0
2677,0500000US05143,2477081150.225,,1
2678,0500000US08095,,,0
2679,0500000US42109,860463335.5,860.463.335,0
2680,0500000US51183,1281027677.1269999,1.281.027.677,0
2681,0500000US20079,1404949912.637,1.404.949.913,0
2682,0500000US20107,1575323958.7429998,414.231.840,0
2683,0500000US20155,3305299529.585,1.944.623.624,0
2684,0500000US21223,405498658.524,405.498.659,0
2685,0500000US48299,2518317968.969,436.220.892,0
2686,0500000US48375,2398732871.865,,1
2687,0500000US48461,,,0
2688,0500000US48495,,,0
2689,0500000US49053,6317035114.266,,2
2690,0500000US25019,,,0
2691,0500000US26019,,,0
2692,0500000US26045,1502389258.359,1.502.389.258,0
2693,0500000US51590,113865160.48799999,113.865.160,1
2694,0500000US51690,28635625.746,28.635.626,0
2695,0500000US51820,39249254.074,39.249.254,0
2696,0500000US28147,1054034646.3230001,583.437.394,0
2697,0500000US29007,1809608229.05,1.746.496.594,0
2698,0500000US29025,1116013033.065,947.501.851,0
2699,0500000US29053,1478339984.418,1.478.339.984,0
2700,0500000US51021,932345092.648,559,0
2701,0500000US51065,756392654.9089999,443.822.294,0
2702,0500000US15005,,,0
2703,0500000US16067,1976690949.785,1.134.018.988,0
2704,0500000US17037,1646229449.3839998,1.646.229.449,1
2705,0500000US54051,810277997.363,764.306.358,0
2706,0500000US54079,910369792.4239999,155.446.120,0
2707,0500000US29091,,,0
2708,0500000US29139,1403714711.2089999,1.403.714.711,0
2709,0500000US29181,1642081482.336,157.652.226,0
2710,0500000US31013,,,0
2711,0500000US51520,33757059.363000005,33.757.059,1
2712,0500000US51700,183274821.79799998,183.274.822,1
2713,0500000US08123,10426102927.905,,1
2714,0500000US12003,1534879423.141,1.534.879.423,0
2715,0500000US13025,1165628208.2519999,161.042.979,0
2716,0500000US20061,1050893517.2639999,1.050.893.517,0
2717,0500000US55027,2351288057.363,,0
2718,0500000US55055,1510794295.1,1.510.794.295,0
2719,0500000US31027,1934186245.1529999,1.934.186.245,0
2720,0500000US31043,693234390.2260001,693.234.390,0
2721,0500000US31061,1495304488.644,1.386.544.302,0
2722,0500000US53003,1658013482.617,1.562.914.695,0
2723,0500000US53039,4930758158.802,556.360.132,0
2724,0500000US26077,1504828860.236,1.504.828.860,2
2725,0500000US26107,1480309505.3839998,1.480.309.505,0
2726,0500000US13067,896915529.4710001,896.915.529,2
2727,0500000US17007,731385693.4410001,731.385.693,0
2728,0500000US55083,2634025289.065,2.035.132.058,0
2729,0500000US05111,1986580320.0310001,1.986.580.320,0
2730,0500000US31099,1340099989.881,1.340.099.990,0
2731,0500000US31143,1143374374.312,348.786.035,0
2732,0500000US32005,1916524882.591,1.387.337.214,0
2733,0500000US54035,1225003519.892,1.221.910.504,0
2734,0500000US55049,1990997067.282,1.972.529.584,0
2735,0500000US17065,1132533116.671,1.044.185.201,0
2736,0500000US17093,835914242.107,835.914.242,0
2737,0500000US17127,629162099.51,458.803.000,0
2738,0500000US12101,2006775687.05,2.006.775.687,0
2739,0500000US46009,1507650043.806,679.425.095,0
2740,0500000US46037,,,0
2741,0500000US46069,,,0
2742,0500000US48047,2462906900.791,1.132.849.946,0
2743,0500000US35025,,,0
2744,0500000US36005,,,0
2745,0500000US55095,2476252643.287,1.922.704.397,0
2746,0500000US55133,1505053747.996,1.505.053.748,0
2747,0500000US20133,1501582303.5939999,348.041.464,0
2748,0500000US20187,,,0
2749,0500000US21009,1299850972.433,1.299.850.972,0
2750,0500000US21035,1068221590.005,599.893.636,0
2751,0500000US47061,939401068.027,939.401.068,0
2752,0500000US47179,857859691.3989999,857.859.691,2
2753,0500000US36055,1728152944.214,623.820.352,0
2754,0500000US36101,,,0
2755,0500000US72003,,,0
2756,0500000US72015,,,0
2757,0500000US72029,,,0
2758,0500000US13095,872364881.252,872.364.881,2
2759,0500000US13125,376089594.823,376.089.595,0
2760,0500000US48075,,,0
2761,0500000US48177,2790489617.48,,0
2762,0500000US48191,,,0
2763,0500000US48219,2365636070.175,,0
2764,0500000US48247,2966474053.8009996,1.064.074.207,0
2765,0500000US48305,2326192242.59,,0
2766,0500000US37063,774454338.77,774.454.339,1
2767,0500000US37107,1044212400.641,1.044.212.401,0
2768,0500000US72043,,,0
2769,0500000US72055,,,0
2770,0500000US17143,1636223387.456,1.636.223.387,1
2771,0500000US17199,1154710170.988,1.154.710.171,0
2772,0500000US28119,1058076590.506,81.513.210,0
2773,0500000US29037,1824990175.127,1.824.990.175,0
2774,0500000US29163,1778147204.7470002,1.124.644.733,0
2775,0500000US29217,2174561607.118,540.013.761,0
2776,0500000US72095,,,0
2777,0500000US72117,,,0
2778,0500000US72145,,,0
2779,0500000US02198,,,0
2780,0500000US29089,1224529127.473,1.224.529.127,0
2781,0500000US29123,,,0
2782,0500000US29187,1181700839.379,521.039.077,0
2783,0500000US29229,1775646808.401,1.269.525.550,0
2784,0500000US47017,1560463572.505,1.560.463.573,0
2785,0500000US47051,1497033540.16,1.497.033.540,0
2786,0500000US30111,6857778397.056999,,1
2787,0500000US31025,1468382474.744,1.468.382.475,0
2788,0500000US05035,1655598957.429,1.655.598.957,0
2789,0500000US08045,7674504016.926,,0
2790,0500000US18153,1180168407.539,1.180.168.408,0
2791,0500000US18183,876738154.8230001,876.738.155,0
2792,0500000US19033,1490980313.4829998,159.271.284,0
2793,0500000US19091,1129633873.997,15.824.017,0
2794,0500000US47099,1607643009.925,1.606.038.527,0
2795,0500000US47137,,,0
2796,0500000US31049,,,0
2797,0500000US31085,,,0
2798,0500000US31147,1439717312.0210001,454.247.708,0
2799,0500000US08079,,,0
2800,0500000US12043,2576739685.2339997,2.109.527.582,0
2801,0500000US12085,1770520438.072,1.770.520.438,0
2802,0500000US19119,1523268292.691,1.523.268.293,0
2803,0500000US19149,2239821311.405,,0
2804,0500000US47171,484533312.74300003,484.533.313,0
2805,0500000US48027,2835224916.98,,1
2806,0500000US48185,2089715265.0570002,2.089.715.265,0
2807,0500000US48239,2235040116.1470003,,0
2808,0500000US48283,3895689535.925,726.339.367,0
2809,0500000US48319,,,0
2810,0500000US32019,5258595652.997,,0
2811,0500000US34017,,,0
2812,0500000US20119,,,0
2813,0500000US20153,,,0
2814,0500000US21023,542695186.631,542.695.187,0
2815,0500000US19177,,,0
2816,0500000US20011,1660373693.4629998,234.643.868,0
2817,0500000US20041,2212874418.907,2.056.320.785,0
2818,0500000US35053,17302804684.833,1.141.016.229,0
2819,0500000US48359,3905489974.2809997,,0
2820,0500000US48425,500011505.114,500.011.505,0
2821,0500000US50013,,,0
2822,0500000US36023,,,0
2823,0500000US36087,,,0
2824,0500000US37011,643893165.011,643.893.165,0
2825,0500000US21057,807969915.239,5.467.563,0
2826,0500000US21111,1034852193.6589999,1.034.852.194,2
2827,0500000US36085,153670531.341,12.936.920,0
2828,0500000US36117,,,0
2829,0500000US51071,939747062.3889999,796.739.301,0
2830,0500000US55135,1982205210.955,1.982.205.211,0
2831,0500000US37077,1397683205.062,1.397.683.205,0
2832,0500000US37135,1042914799.338,1.042.914.799,0
2833,0500000US38091,1850813872.5370002,1.488.305.647,0
2834,0500000US21145,696655027.35,173.127.146,0
2835,0500000US21221,1250719138.727,1.250.719.139,0
2836,0500000US26069,,,0
2837,0500000US26111,1368444426.567,1.368.444.427,0
2838,0500000US37109,793215516.21,793.215.516,0
2839,0500000US37197,878250797.7010001,878.250.798,0
2840,0500000US17201,1346464513.1360002,1.346.464.513,2
2841,0500000US31017,,,0
2842,0500000US39011,1043130697.026,1.043.130.697,0
2843,0500000US39049,1411289290.9970002,1.411.289.291,8
2844,0500000US13119,693577253.122,693.577.253,0
2845,0500000US13199,1316214624.231,1.316.214.624,0
2846,0500000US38029,4024826081.416,,0
2847,0500000US38057,2878182767.025,426.127.746,0
2848,0500000US01081,1603965669.7329998,1.603.965.670,1
2849,0500000US21073,550862206.722,550.862.207,0
2850,0500000US39111,1187776414.933,1.160.206.042,0
2851,0500000US39173,1609906534.909,1.609.906.535,0
2852,0500000US41037,,,0
2853,0500000US16057,2786683534.622,,0
2854,0500000US17045,1620046530.4770002,1.620.046.530,0
2855,0500000US17079,1293793982.6360002,550.228.350,0
2856,0500000US38083,2601620816.239,712.806.335,0
2857,0500000US39051,1056777019.4760001,1.056.777.019,0
2858,0500000US39081,1066434794.8939999,1.066.434.795,0
2859,0500000US17169,1145512146.69,284.386.872,0
2860,0500000US19011,1863449403.9989998,1.863.449.404,0
2861,0500000US41057,2913171132.831,,0
2862,0500000US46045,,,0
2863,0500000US17119,1923311611.111,1.923.311.611,0
2864,0500000US17155,446778793.261,446.778.793,0
2865,0500000US18023,1051934780.969,1.051.934.781,0
2866,0500000US18063,1061185502.628,1.061.185.503,0
2867,0500000US39113,1205638335.568,1.205.638.336,2
2868,0500000US39141,1799925802.4689999,1.787.905.329,0
2869,0500000US22061,1230942814.434,1.230.942.814,0
2870,0500000US28027,1517997709.35,43.472.986,0
2871,0500000US46083,1498182358.1729999,1.498.182.358,0
2872,0500000US46105,,,0
2873,0500000US19003,1104256076.807,72.415.045,0
2874,0500000US19051,,,0
2875,0500000US19085,1819454530.467,1.819.454.530,0
2876,0500000US40051,2874831234.038,,0
2877,0500000US41013,,,0
2878,0500000US29071,2417619966.6470003,,0
2879,0500000US31007,1935466880.026,201.456.424,0
2880,0500000US47067,580665769.5630001,571.044.450,0
2881,0500000US48121,2481266078.744,,1
2882,0500000US48133,2427803451.057,798.681.500,0
2883,0500000US19129,1143184388.25,1.143.184.388,0
2884,0500000US20047,,,0
2885,0500000US36001,,,0
2886,0500000US42057,1137302991.67,586.772.660,0
2887,0500000US42093,343160476.852,343.160.477,0
2888,0500000US42131,1050993343.1789999,1.050.993.343,0
2889,0500000US36083,,,0
2890,0500000US40025,,,0
2891,0500000US48269,,,0
2892,0500000US48327,2351567600.259,808.067.890,0
2893,0500000US48447,2383806166.349,445.675.797,0
2894,0500000US48501,2082947313.9689999,189.336.705,0
2895,0500000US50001,,,0
2896,0500000US36035,,,0
2897,0500000US37067,1072304171.6760001,1.072.304.172,2
2898,0500000US37157,1489294700.488,1.489.294.700,0
2899,0500000US51670,28027684.862,28.027.685,0
2900,0500000US51800,1082344224.25,1.082.344.224,0
2901,0500000US54069,282709733.763,282.709.734,0
2902,0500000US41067,1881981577.246,1.881.981.577,1
2903,0500000US46025,2505750543.783,299.258.665,0
2904,0500000US51035,1242135319.188,759.852.550,0
2905,0500000US51660,45123307.599,45.123.308,1
2906,0500000US54029,228381044.067,228.381.044,0
2907,0500000US37195,970544447.844,970.544.448,0
2908,0500000US38073,2235438978.89,1.387.133.362,0
2909,0500000US39055,1059425302.9330001,1.059.425.303,0
2910,0500000US54105,609685714.607,609.685.715,0
2911,0500000US55117,1341644515.023,1.341.644.515,1
2912,0500000US55109,1905217630.0370002,1.905.217.630,0
2913,0500000US72139,,,0
2914,0500000US26105,1322074592.579,370.257.080,0
2915,0500000US54091,456152439.97400004,456.152.440,0
2916,0500000US55035,1670982814.7979999,1.670.982.815,1
2917,0500000US55099,3308642665.771,438.970.472,0
2918,0500000US56009,11054696781.386002,,0
2919,0500000US39093,1284421912.6160002,1.284.421.913,1
2920,0500000US40029,,,0
2921,0500000US40063,,,0
2922,0500000US56021,6970491007.7890005,,1
2923,0500000US05087,2176952528.949,,0
2924,0500000US08087,3358605928.4009995,1.792.474.301,0
2925,0500000US22019,2853074275.1940002,,1
2926,0500000US23001,1287952992.277,1.287.952.992,1
2927,0500000US72009,,,0
2928,0500000US72027,,,0
2929,0500000US40147,1103100430.481,863.029.970,0
2930,0500000US27037,1519964807.856,1.519.964.808,1
2931,0500000US28009,1063429743.482,688.610.830,0
2932,0500000US28131,1168051524.164,1.168.051.524,0
2933,0500000US16017,4958458553.191,,0
2934,0500000US46031,,,0
2935,0500000US26127,1415321608.95,1.415.321.609,0
2936,0500000US26145,2115145846.69,2.115.145.847,2
2937,0500000US27003,1155229881.802,1.155.229.882,1
2938,0500000US72049,,,0
2939,0500000US72067,,,0
2940,0500000US28093,1847107775.1829998,1.756.437.325,0
2941,0500000US29049,1099520951.267,1.099.520.951,0
2942,0500000US18081,835791325.233,835.791.325,1
2943,0500000US30041,,,0
2944,0500000US31005,,,0
2945,0500000US31087,,,0
2946,0500000US31117,,,0
2947,0500000US31155,1971391356.361,1.971.391.356,0
2948,0500000US33011,,,0
2949,0500000US01055,1428284321.6079998,284.094.341,0
2950,0500000US02180,,,0
2951,0500000US06003,1930211765.929,91.164.787,0
2952,0500000US06057,2529545721.674,1.520.089.468,0
2953,0500000US08083,5303844176.362,,0
2954,0500000US12055,2886533907.368,1.545.967.355,0
2955,0500000US12127,3302582501.368,,1
2956,0500000US13141,1244586926.755,1.177.074.963,0
2957,0500000US13271,,,0
2958,0500000US16025,2796130678.7990003,415.372.270,0
2959,0500000US17043,872359599.7360001,872.359.600,0
2960,0500000US21007,711143180.868,430.535.900,0
2961,0500000US21131,1051280473.855,2.540.274,0
2962,0500000US22011,3038599811.912,,0
2963,0500000US22081,1048043162.148,1.048.043.162,0
2964,0500000US24033,1295655987.053,1.295.655.987,2
2965,0500000US26163,1645791019.836,1.645.791.020,3
2966,0500000US28007,1918381679.418,108.029.515,0
2967,0500000US30077,6035723241.731999,1.738.804.314,0
2968,0500000US34023,823742309.124,801.054.051,0
2969,0500000US36081,,,0
2970,0500000US37083,1898877997.62,1.171.783.707,0
2971,0500000US37155,2471223829.664,,0
2972,0500000US41005,4876215855.736,,0
2973,0500000US42111,2806411959.5620003,769.341.066,0
2974,0500000US45063,1972539894.947,1.972.539.895,0
2975,0500000US47005,1134780707.912,984.537.640,0
2976,0500000US47097,1320281133.537,1.320.281.134,0
2977,0500000US48025,2297075969.1610003,1.390.459.283,0
2978,0500000US48151,2348540454.14,1.738.232.834,0
2979,0500000US49011,1648825174.314,1.648.825.174,2
2980,0500000US51037,1241337685.253,1.215.315.422,0
2981,0500000US51109,1327053550.1230001,1.188.761.669,0
2982,0500000US51177,1076490361.8830001,602.415.736,0
2983,0500000US53015,3019462522.664,,0
2984,0500000US54021,883330133.276,882.030.223,0
2985,0500000US54103,938242113.83,938.242.114,0
2986,0500000US69110,,,0
2987,0500000US72115,,,0
2988,0500000US01107,2316353751.227,,0
2989,0500000US02158,,,0
2990,0500000US01089,2114903573.639,2.114.903.574,1
2991,0500000US02282,,,0
2992,0500000US05139,2748672211.931,916.540.234,0
2993,0500000US06019,,,0
2994,0500000US06081,,,0
2995,0500000US08077,8678234589.345,,1
2996,0500000US12031,2214757840.057,,5
2997,0500000US12131,2992727147.4259996,439.768.470,0
