,AFFGEOID,Zugeschnitten_area_full,Zugeschnitten_area_clipped,Anzahl_centers_in_counties
0,0500000US01005,2356503834.994,,0
1,0500000US01023,2399576218.588,,0
2,0500000US01035,,,0
3,0500000US01051,1711381994.665,1.711.381.995,0
4,0500000US01065,1709143340.756,1.709.143.341,0
5,0500000US01109,1753476675.082,1.753.476.675,0
6,0500000US01113,1686039156.377,1.686.039.156,1
7,0500000US01117,2107811216.161,2.107.811.216,0
8,0500000US02016,,,0
9,0500000US04015,35014399581.942,,0
10,0500000US05011,1699904785.335,61.792.972,0
11,0500000US05015,1660500331.6820002,1.633.771.113,0
12,0500000US05019,2298178213.356,,0
13,0500000US05025,1558685244.471,254.711.646,0
14,0500000US05063,2007024607.0229998,884.671.754,0
15,0500000US05067,1668183799.051,1.553.915.565,0
16,0500000US05091,1660456835.8,1.660.456.836,1
17,0500000US05121,1705893790.7229998,1.463.063.028,0
18,0500000US06001,1950952851.3920002,513.002,0
19,0500000US06005,1574349395.064,1.107.150.669,0
20,0500000US06013,1977069121.2779999,891.004.228,0
21,0500000US06023,,,0
22,0500000US06037,10673578225.728,,4
23,0500000US06047,,,0
24,0500000US06067,2583117251.762,,1
25,0500000US06085,,,0
26,0500000US06115,1672427702.15,754.506.182,0
27,0500000US08013,1922398970.641,1.922.398.971,1
28,0500000US08029,2983411053.8659997,,0
29,0500000US08049,4852971385.056,,0
30,0500000US08091,,,0
31,0500000US09009,,,0
32,0500000US11001,177432429.426,177.432.429,0
33,0500000US12009,3378933422.47,,1
34,0500000US12023,2089217908.576,2.023.190.196,0
35,0500000US12039,1377951081.335,1.377.951.081,0
36,0500000US12065,1597612276.08,1.597.612.276,0
37,0500000US12073,1829409832.7120001,1.829.409.833,1
38,0500000US12095,2616994462.09,,7
39,0500000US12107,2156466834.3,,0
40,0500000US12117,900949279.4480001,900.949.279,1
41,0500000US12123,2746859614.4579997,1.497.435.131,0
42,0500000US12133,1605932813.545,1.084.683.561,0
43,0500000US13009,698414013.921,698.414.014,0
44,0500000US13013,424063692.07199997,424.063.692,0
45,0500000US13027,1297178774.394,1.297.178.774,0
46,0500000US13073,800792945.367,800.792.945,0
47,0500000US13103,1258258916.096,1.258.258.916,0
48,0500000US13149,784292498.0619999,784.292.498,0
49,0500000US13179,1410519652.07,1.410.519.652,0
50,0500000US13189,693651064.768,693.651.065,0
51,0500000US13205,1339410012.935,1.339.410.013,0
52,0500000US13229,,,0
53,0500000US13267,1271865120.426,231.389.993,0
54,0500000US13291,856310802.715,833.959.747,0
55,0500000US13305,1690418953.524,231.624.255,0
56,0500000US13319,1177026084.807,1.177.026.085,0
57,0500000US15007,,,0
58,0500000US16015,4941575527.425,,0
59,0500000US16027,1564484713.427,1.564.484.713,1
60,0500000US16037,,,0
61,0500000US16039,8037587614.551,,0
62,0500000US16043,4912174006.921,,0
63,0500000US16061,1241920692.039,580.905.305,0
64,0500000US16083,5000088435.602,,1
65,0500000US16085,9670074778.179,342.542.285,0
66,0500000US17097,1220748673.4919999,1.220.748.673,1
67,0500000US17107,1606762481.38,1.606.762.481,0
68,0500000US17197,2203639258.68,,0
69,0500000US18007,1054810117.6980001,1.054.810.118,0
70,0500000US18027,1134917952.963,1.134.899.340,0
71,0500000US18061,1263550941.39,1.263.550.941,0
72,0500000US18103,979119412.615,979.119.413,0
73,0500000US18123,1003852614.869,1.003.852.615,0
74,0500000US18157,1305986839.956,1.305.986.840,1
75,0500000US18175,1341923991.945,1.341.923.992,0
76,0500000US19041,,,0
77,0500000US19045,1842142825.659,1.842.142.826,0
78,0500000US19111,,,0
79,0500000US19135,1127037252.538,259.151.434,0
80,0500000US20067,,,0
81,0500000US20095,2252450816.25,1.360.892.947,0
82,0500000US20199,,,0
83,0500000US21013,938914553.1910001,235.403.894,0
84,0500000US21031,1121835411.615,1.121.835.412,0
85,0500000US21065,664460626.46,664.460.626,0
86,0500000US21069,912699800.1760001,537.606.440,0
87,0500000US21071,,,0
88,0500000US21099,1085977319.588,1.054.986.134,0
89,0500000US21109,900708163.584,432.160.282,0
90,0500000US21127,,,0
91,0500000US21151,1151914687.381,1.151.914.687,0
92,0500000US21155,901504850.5539999,633.466.580,0
93,0500000US21179,1102029631.887,1.102.029.632,0
94,0500000US21195,2050238086.575,162.913.251,0
95,0500000US21203,827661550.905,507.633.397,0
96,0500000US21217,719904901.118,1.663.970,0
97,0500000US21237,578894356.79,49.441.084,0
98,0500000US22001,1714257955.035,1.714.257.955,0
99,0500000US22013,2141102097.695,2.048.338.745,0
100,0500000US22029,1947138764.689,1.038.000.304,0
101,0500000US22031,2330225899.65,,0
102,0500000US22033,1225891958.173,1.225.891.958,1
103,0500000US22069,3384394604.6879997,,0
104,0500000US22071,907841310.893,907.841.311,0
105,0500000US22079,3548505143.499,,1
106,0500000US22085,2635088373.6870003,639.835.949,0
107,0500000US22119,1601270418.3820002,1.601.270.418,0
108,0500000US23015,1337672792.369,1.335.422.499,0
109,0500000US24003,1167208550.297,1.167.208.550,1
110,0500000US24013,1175801771.399,1.175.801.771,0
111,0500000US24043,1213623117.7410002,1.196.378.349,0
112,0500000US25017,,,0
113,0500000US26041,3067690237.3320003,1.319.015.663,0
114,0500000US26099,1256453920.0839999,1.256.453.920,2
115,0500000US26103,4841692473.158,,1
116,0500000US26109,2724265506.626,385.854.185,0
117,0500000US26135,,,0
118,0500000US26147,1936082306.643,1.936.082.307,2
119,0500000US27023,,,0
120,0500000US27053,1571114980.418,1.571.114.980,4
121,0500000US27077,,,0
122,0500000US27101,1864848376.0110002,723.735.708,0
123,0500000US27129,2556919831.782,381.314.263,0
124,0500000US27139,954177192.713,954.177.193,0
125,0500000US27163,1095580264.915,1.095.580.265,0
126,0500000US28033,1292965724.78,1.292.965.725,0
127,0500000US28105,,,0
128,0500000US28157,1792235914.2510002,1.068.757.991,0
129,0500000US28163,2432971296.905,,0
130,0500000US29023,1817759140.659,60.619.083,0
131,0500000US29029,,,0
132,0500000US29031,1523997883.8639998,1.462.879.079,0
133,0500000US29033,1821362448.026,632.884.045,0
134,0500000US29157,1258318096.163,1.243.744.680,0
135,0500000US29189,1359629932.2810001,1.359.629.932,3
136,0500000US29199,,,0
137,0500000US29207,,,0
138,0500000US30013,7015110491.799,,1
139,0500000US30015,10337292232.945,,0
140,0500000US30023,,,0
141,0500000US30029,,,0
142,0500000US30039,4484935714.750999,,0
143,0500000US30057,,,0
144,0500000US30071,,,0
145,0500000US30087,,,0
146,0500000US30105,,,0
147,0500000US31059,1496256206.514,615.194.552,0
148,0500000US31167,1117960814.807,127.881.486,0
149,0500000US34003,,,0
150,0500000US34007,590372835.528,590.372.836,1
151,0500000US34013,,,0
152,0500000US34019,1135371741.688,1.135.371.742,0
153,0500000US35007,,,0
154,0500000US35011,,,0
155,0500000US35017,,,0
156,0500000US35021,,,0
157,0500000US35051,11034201599.834,1.639.957.344,0
158,0500000US36013,2813452432.625,,0
159,0500000US36019,,,0
160,0500000US36043,,,0
161,0500000US36045,,,0
162,0500000US36065,,,0
163,0500000US36077,,,0
164,0500000US36091,,,0
165,0500000US36115,,,0
166,0500000US37027,1234231952.915,964.636.465,0
167,0500000US37039,1214336528.7710001,25.299.064,0
168,0500000US37049,1900544213.508,1.900.544.214,0
169,0500000US37055,1077709093.275,8.846.904,0
170,0500000US37059,693277579.151,693.277.579,0
171,0500000US37093,1018944067.991,1.018.944.068,0
172,0500000US37103,1232427829.192,1.232.427.829,0
173,0500000US37111,1158490634.859,1.158.490.635,0
174,0500000US37117,1187909742.184,1.187.909.742,0
175,0500000US37119,1419514843.685,1.419.514.844,6
176,0500000US37165,834158376.247,834.158.376,0
177,0500000US37175,989930896.5560001,989.930.897,0
178,0500000US37199,814476084.862,814.476.085,0
179,0500000US38017,4574541761.897,,2
180,0500000US38037,4312261080.283,1.747.434.395,0
181,0500000US38099,3346222124.115,,0
182,0500000US38105,,,0
183,0500000US39035,1192289903.908,1.192.289.904,5
184,0500000US39039,1074456650.563,1.074.456.651,0
185,0500000US39043,660203174.207,660.203.174,0
186,0500000US39125,1086765329.1430001,1.086.765.329,0
187,0500000US40065,2092914719.875,579.920.119,0
188,0500000US40073,2356563621.691,2.060.457.783,0
189,0500000US40145,1536146772.947,1.536.146.773,0
190,0500000US41001,,,0
191,0500000US41021,3165947713.892,6.733.173,0
192,0500000US41035,,,0
193,0500000US41039,11976439730.328001,,1
194,0500000US41043,5975507269.426,,0
195,0500000US41045,25741708351.168,,0
196,0500000US41051,1205178701.774,1.205.178.702,3
197,0500000US42005,1722672719.49,1.719.068.251,0
198,0500000US42029,1971595027.363,1.971.595.027,0
199,0500000US42035,2327698360.767,,0
200,0500000US42059,1500220225.8620002,1.500.220.226,0
201,0500000US42063,2165389324.1670003,1.775.924.709,0
202,0500000US42067,1021275486.045,1.021.275.486,0
203,0500000US42091,1264732615.833,1.264.732.616,0
204,0500000US45005,1074519798.285,519.403.231,0
205,0500000US45025,2097142298.8960001,1.020.278.946,0
206,0500000US45043,2269632514.432,,0
207,0500000US45045,2068607735.012,2.068.607.735,1
208,0500000US45049,1465148147.167,385.340.615,0
209,0500000US45053,1751074960.2120001,1.730.114.428,0
210,0500000US45077,1332228025.516,1.332.228.026,1
211,0500000US45091,1810524675.519,1.810.524.676,2
212,0500000US46093,,,0
213,0500000US46095,,,0
214,0500000US46103,,,0
215,0500000US47019,903880999.2889999,903.880.999,0
216,0500000US47029,1152301913.802,1.152.301.914,0
217,0500000US47033,691158503.798,691.158.504,0
218,0500000US47049,1297378063.5939999,1.002.819,0
219,0500000US47073,1299331935.818,1.299.331.936,0
220,0500000US47081,1593184962.144,1.110.211.499,0
221,0500000US47121,563865579.706,558.609.060,0
222,0500000US47149,1623075641.826,1.623.075.642,1
223,0500000US47159,846067861.738,844.870.006,0
224,0500000US48011,2377538126.72,,0
225,0500000US48023,2346372325.2070003,1.497.636.813,0
226,0500000US48035,2611840420.149,,0
227,0500000US48055,1426668605.645,1.426.668.606,0
228,0500000US48083,3338909618.02,1.681.988.242,0
229,0500000US48103,,,0
230,0500000US48139,2479207958.153,,0
231,0500000US48141,2644841220.024,,7
232,0500000US48155,,,0
233,0500000US48167,1093084462.254,1.093.084.462,0
234,0500000US48213,2470588123.774,,0
235,0500000US48225,3222450601.145,216.075.305,0
236,0500000US48245,2570027710.7460003,,3
237,0500000US48261,4030047317.91,,0
238,0500000US48289,2816342620.5990005,1.345.123.072,0
239,0500000US48333,1953543055.3860002,483.479.341,0
240,0500000US48347,2556810328.322,642.304.311,0
241,0500000US48361,989650614.855,989.650.615,0
242,0500000US48371,,,0
243,0500000US48395,2255433746.889,,0
244,0500000US48413,3414819343.657,,0
245,0500000US48427,3206863718.363,,0
246,0500000US48449,1108339677.772,496.604.077,0
247,0500000US48457,2439123551.6229997,1.481.437.739,0
248,0500000US48471,2089410519.295,1.448.038.308,0
249,0500000US48475,,,0
250,0500000US48499,1811801121.105,1.788.309.101,0
251,0500000US49001,6713679889.216999,2.067.023.122,0
252,0500000US49003,17457641285.819,,0
253,0500000US49013,8436642083.22,1.093.922.457,0
254,0500000US49025,10677009128.918001,,0
255,0500000US49029,1585000550.149,1.585.000.550,0
256,0500000US49035,2091014972.566,2.091.014.973,7
257,0500000US49049,5567062913.579,,4
258,0500000US51015,2522028364.933,,0
259,0500000US51051,867224571.518,867.224.572,0
260,0500000US51053,1318834186.36,1.318.834.186,0
261,0500000US51069,1078745447.605,800.195.112,0
262,0500000US51073,645196650.195,645.196.650,0
263,0500000US51085,1228629823.653,1.228.629.824,0
264,0500000US51099,483758269.29800004,483.758.269,0
265,0500000US51131,900279158.2919999,900.279.158,0
266,0500000US51143,2543760617.8320003,,0
267,0500000US51145,681736163.197,681.736.163,0
268,0500000US51159,511915749.683,481.615.667,0
269,0500000US51165,2218782399.318,,0
270,0500000US51185,1351033764.05,680.329.395,0
271,0500000US53005,4556555430.763,,1
272,0500000US53007,7744937882.471,12.704.490,0
273,0500000US53009,4586197933.825,839.237.812,0
274,0500000US53017,,,0
275,0500000US53031,4730699323.136,1.835.111.480,0
276,0500000US53037,6034855348.981999,807.714.950,0
277,0500000US53065,6569369693.603001,,0
278,0500000US54001,890464747.737,890.464.748,0
279,0500000US54005,,,0
280,0500000US54039,2366801113.545,50.214.620,0
281,0500000US54045,,,0
282,0500000US54063,1230965976.685,1.217.509.241,0
283,0500000US54067,,,0
284,0500000US54087,1256484409.103,1.041.870.253,0
285,0500000US55043,3067992736.048,,0
286,0500000US55113,,,0
287,0500000US56029,,,0
288,0500000US60010,,,0
289,0500000US60020,,,0
290,0500000US69085,,,0
291,0500000US69100,,,0
292,0500000US72023,,,0
293,0500000US72031,,,0
294,0500000US72037,,,0
295,0500000US72039,,,0
296,0500000US72053,,,0
297,0500000US72054,,,0
298,0500000US72113,,,0
299,0500000US72127,,,0
300,0500000US72141,,,0
301,0500000US72147,,,0
302,0500000US72151,,,0
303,0500000US78010,,,0
304,0500000US78020,,,0
305,0500000US01049,2026581303.88,1.592.149.213,0
306,0500000US01069,1515736206.12,1.515.736.206,1
307,0500000US01087,1597621834.11,1.597.621.834,0
308,0500000US01091,2559637634.367,904.855.673,0
309,0500000US01095,1621916682.7729998,1.621.916.683,0
310,0500000US01101,2083607638.3539999,2.083.607.638,2
311,0500000US01115,1701621643.0679998,1.701.621.643,0
312,0500000US01119,2378130356.182,,0
313,0500000US01121,1979633987.336,1.918.162.633,0
314,0500000US01131,2363720843.845,157.970.672,0
315,0500000US02105,,,0
316,0500000US02240,,,0
317,0500000US04005,48536658724.369,,1
318,0500000US04009,12084243796.268,808.165.268,0
319,0500000US04013,24017128129.24,,9
320,0500000US04027,14374684142.635,,2
321,0500000US05003,2449143080.815,,0
322,0500000US05007,2298843784.825,,0
323,0500000US05013,,,0
324,0500000US05021,1668911441.389,1.565.493.340,0
325,0500000US05061,1550262121.7,986.006.399,0
326,0500000US05075,1540467739.449,1.540.467.739,0
327,0500000US05093,2391821049.556,,0
328,0500000US05095,1616960176.24,128.635.330,0
329,0500000US05099,1615892787.258,1.299.266.928,0
330,0500000US05117,1757906456.323,1.747.475.160,0
331,0500000US05131,1423701986.1379998,1.423.701.986,1
332,0500000US05133,1513062906.637,1.328.325.739,0
333,0500000US05147,1545647804.3839998,476.841.515,0
334,0500000US06045,,,0
335,0500000US06055,2048577518.47,1.075.442.520,0
336,0500000US06065,19011890040.268997,,0
337,0500000US06069,,,0
338,0500000US06073,11092476541.977,,3
339,0500000US06097,,,0
340,0500000US06101,1580437593.821,1.253.645.973,0
341,0500000US06107,12583403590.815,,0
342,0500000US06113,2658192704.1610003,,0
343,0500000US08023,,,0
344,0500000US08031,402245846.03,402.245.846,0
345,0500000US08037,,,0
346,0500000US08071,12410681213.191002,845.530.655,0
347,0500000US08093,5742598485.079,,0
348,0500000US08105,,,0
349,0500000US08113,,,0
350,0500000US09001,,,0
351,0500000US09011,,,0
352,0500000US10005,,,0
353,0500000US12017,1722571170.482,1.722.429.224,0
354,0500000US12033,1944904487.88,1.944.904.488,3
355,0500000US12041,926115551.555,926.115.552,0
356,0500000US12047,1352718887.527,1.352.718.888,0
357,0500000US12071,2320318208.125,,1
358,0500000US12077,2198430292.274,2.002.978.114,0
359,0500000US12086,5274512347.535,,0
360,0500000US12093,2326814061.927,,0
361,0500000US12097,3930465449.427,,1
362,0500000US13021,663818545.9380001,663.818.546,1
363,0500000US13029,1178916202.756,1.178.916.203,0
364,0500000US20055,,,0
365,0500000US20143,1873302552.486,521.203.257,0
366,0500000US20171,,,0
367,0500000US21005,530799028.746,530.799.029,0
368,0500000US21011,737783485.657,697.492.363,0
369,0500000US21025,,,0
370,0500000US21029,780279890.0439999,780.279.890,0
371,0500000US21033,904500197.2689999,583.006.997,0
372,0500000US21043,,,0
373,0500000US21049,662901958.3019999,662.901.958,0
374,0500000US21059,1239533663.6460001,1.239.533.664,1
375,0500000US21067,741908674.4430001,741.908.674,2
376,0500000US21085,1328493438.068,1.328.493.438,0
377,0500000US21095,1217160309.839,883.910.100,0
378,0500000US21115,,,0
379,0500000US21119,,,0
380,0500000US21121,,,0
381,0500000US21135,,,0
382,0500000US21153,,,0
383,0500000US21159,,,0
384,0500000US21167,658216062.495,658.216.062,0
385,0500000US21177,1246227328.52,1.246.227.329,0
386,0500000US21181,511401485.09400004,511.401.485,0
387,0500000US21193,890426913.2969999,91.186.978,0
388,0500000US21231,,,0
389,0500000US22035,1152495826.154,944.610.817,0
390,0500000US22039,1771442713.6120002,1.771.442.714,0
391,0500000US22053,1716894641.765,1.716.894.642,0
392,0500000US22063,1802685054.4129999,1.802.685.054,0
393,0500000US22067,2099268529.984,2.099.268.530,0
394,0500000US22083,1470488784.658,1.470.488.785,0
395,0500000US22103,2830812414.7409997,,0
396,0500000US22111,2357155158.59,,0
397,0500000US22127,2493418497.424,,0
398,0500000US23007,4514494151.492001,1.333.816.142,0
399,0500000US23017,5637774362.023001,,0
400,0500000US23027,1977606682.83,209.312.252,0
401,0500000US23031,2654793556.182,1.379.031.175,0
402,0500000US24001,,,0
403,0500000US24005,1613072050.562,1.613.072.051,2
404,0500000US24017,1258265977.2480001,1.258.265.977,0
405,0500000US24021,1733423064.1160002,1.733.423.064,1
406,0500000US24031,1316549312.3730001,1.316.549.312,0
407,0500000US24041,798573043.983,783.580.342,0
408,0500000US24045,,,0
409,0500000US25005,,,0
410,0500000US25023,,,0
411,0500000US25025,,,0
412,0500000US26053,,,0
413,0500000US26063,2200876904.046,849.524.302,0
414,0500000US26083,,,0
415,0500000US26097,,,0
416,0500000US26115,1463928109.204,1.463.928.109,0
417,0500000US13051,1284577695.076,1.284.577.695,1
418,0500000US13075,607770223.801,607.770.224,0
419,0500000US13113,518895346.28199995,518.895.346,0
420,0500000US13123,1121297401.6660001,1.116.184.778,0
421,0500000US13137,726056005.6010001,726.056.006,0
422,0500000US13139,1117340949.932,1.117.340.950,1
423,0500000US13143,737180006.452,737.180.006,0
424,0500000US13151,850088448.298,850.088.448,0
425,0500000US13181,669804246.39,669.804.246,0
426,0500000US13191,1251572813.62,1.242.863.159,0
427,0500000US13195,743345108.0139999,743.345.108,0
428,0500000US13227,605493331.529,605.493.332,0
429,0500000US13245,855940804.093,855.940.804,2
430,0500000US13261,1282828516.1069999,1.282.828.516,0
431,0500000US13279,,,0
432,0500000US13283,,,0
433,0500000US51111,1123959854.9819999,574.021.986,0
434,0500000US13289,944512076.7739999,944.512.077,0
435,0500000US51175,1566258329.603,1.566.258.330,0
436,0500000US13313,757352439.3210001,757.352.439,0
437,0500000US13317,1234265919.388,1.234.265.919,0
438,0500000US15001,,,0
439,0500000US15009,,,0
440,0500000US16005,2976645197.961,,1
441,0500000US16059,,,0
442,0500000US16073,19956986707.578,,0
443,0500000US16077,3739489364.149,,0
444,0500000US16087,3816909011.589,995.080.650,0
445,0500000US17027,1307436494.288,837.476.715,0
446,0500000US17031,2485255523.841,,6
447,0500000US17047,578645643.8180001,577.229.031,0
448,0500000US17109,1531770259.204,140.915.905,0
449,0500000US17129,819151508.06,819.151.508,0
450,0500000US17175,748318537.906,748.318.538,0
451,0500000US17185,590482087.032,590.482.087,0
452,0500000US18009,429807661.75,429.807.662,0
453,0500000US18035,1027554974.435,1.027.554.974,2
454,0500000US18067,762842472.86,762.842.473,1
455,0500000US18083,1361558922.754,1.274.587.941,0
456,0500000US18159,676487464.207,676.487.464,0
457,0500000US19027,1478811332.9029999,12.464.970,0
458,0500000US19075,1301599299.962,1.301.599.300,0
459,0500000US19125,1480093660.062,1.480.093.660,0
460,0500000US19147,,,0
461,0500000US19187,1863056557.768,1.525.388.835,0
462,0500000US35055,5731672057.202,1.140.869.486,0
463,0500000US36031,,,0
464,0500000US36105,2585402833.1429996,1.315.266.128,0
465,0500000US36119,,,0
466,0500000US37009,1113734943.451,1.038.371.948,0
467,0500000US37013,2239861541.953,,0
468,0500000US37017,2309749700.75,,0
469,0500000US37053,760692889.468,738.776.754,0
470,0500000US37057,1476372243.505,1.476.372.244,0
471,0500000US37065,1318380575.389,1.318.380.575,0
472,0500000US37075,784316612.028,757.433.205,0
473,0500000US37085,1564278658.051,1.564.278.658,0
474,0500000US37089,975653849.212,975.653.849,0
475,0500000US37095,1837222746.658,260.741.331,0
476,0500000US37115,1174326694.316,1.174.326.694,0
477,0500000US37123,1304790904.111,1.304.790.904,0
478,0500000US37129,571443619.799,571.443.620,1
479,0500000US37133,2086558881.684,2.086.558.882,2
480,0500000US37137,949342023.493,811.873.998,0
481,0500000US37153,1248716183.974,1.032.332.528,0
482,0500000US37163,2465723320.905,,0
483,0500000US37167,1053486490.0569999,1.053.486.490,0
484,0500000US37177,,,0
485,0500000US38005,,,0
486,0500000US38019,,,0
487,0500000US38053,,,0
488,0500000US38059,5034281632.299,,0
489,0500000US38067,2899101520.5290003,256.921.074,0
490,0500000US38077,3742287701.182,,0
491,0500000US39061,1071532614.469,1.071.532.614,3
492,0500000US39095,903005755.616,903.005.756,3
493,0500000US39137,1256397475.119,1.256.397.475,0
494,0500000US39175,1057640581.531,1.057.640.582,0
495,0500000US40013,,,0
496,0500000US40027,1451872172.579,1.451.872.173,1
497,0500000US40057,,,0
498,0500000US40067,2014800627.485,1.624.352.416,0
499,0500000US40075,2681934165.771,,0
500,0500000US40087,1509818909.161,1.509.818.909,0
501,0500000US40095,1111111442.161,24.598.134,0
502,0500000US40125,2064118200.931,2.064.118.201,0
503,0500000US40135,1857683632.1160002,1.857.683.632,0
504,0500000US27011,,,0
505,0500000US27013,1983827523.071,1.983.827.523,1
506,0500000US27027,2724141135.048,,2
507,0500000US27031,,,0
508,0500000US27073,2015090225.9720001,368.091.512,0
509,0500000US27075,5919805162.26,1.217.719.014,0
510,0500000US27089,4688324061.39,,0
511,0500000US27097,2986130000.56,,0
512,0500000US27113,1598443392.332,777.508.634,0
513,0500000US27127,2284227680.552,93.924.216,0
514,0500000US27171,1849539613.2970002,1.849.539.613,0
515,0500000US28001,1270366231.122,16.559.332,0
516,0500000US28029,2030636833.697,2.022.988.632,0
517,0500000US28043,,,0
518,0500000US28083,1578825746.833,1.224.490.077,0
519,0500000US28087,1344489065.963,220.123.616,0
520,0500000US28103,1823266510.559,933.206.251,0
521,0500000US28121,2099868640.399,2.099.868.640,0
522,0500000US28141,1156623918.2489998,1.156.623.918,0
523,0500000US28149,1611577753.225,1.458.534.690,0
524,0500000US28151,1981972916.184,1.981.972.916,1
525,0500000US29041,1990815893.766,796.922.579,0
526,0500000US29069,1423109070.276,847.844.367,0
527,0500000US29087,1221099964.671,1.216.411.598,0
528,0500000US29113,1663369380.756,1.663.369.381,0
529,0500000US29159,1782867740.799,591.769.880,0
530,0500000US29183,1539129324.6079998,1.539.129.325,1
531,0500000US29195,1991614869.0110002,1.167.825.977,0
532,0500000US29201,1107103631.673,491.707.446,0
533,0500000US30011,,,0
534,0500000US30027,,,0
535,0500000US30031,,,0
536,0500000US30045,4839878150.745999,1.227.341.582,0
537,0500000US30049,9049510224.503,2.055.850.549,0
538,0500000US30055,,,0
539,0500000US30059,6197654403.726999,1.422.233.255,0
540,0500000US30073,4247285658.5820003,791.527.402,0
541,0500000US30085,,,0
542,0500000US30099,5925517504.9609995,,0
543,0500000US31069,,,0
544,0500000US31103,,,0
545,0500000US31151,1495652858.9420002,1.495.652.859,0
546,0500000US32003,20957880722.526,,7
547,0500000US32015,,,0
548,0500000US33007,4742395685.531,285.456.937,0
549,0500000US33015,,,0
550,0500000US33017,,,0
551,0500000US34001,1583936592.9620001,1.583.936.593,0
552,0500000US34005,2128980186.9520001,2.128.980.187,0
553,0500000US34021,593914501.68,593.914.502,0
554,0500000US34025,1264989027.945,1.043.313.475,0
555,0500000US34029,1965426711.9329998,1.926.958.208,0
556,0500000US34035,791329261.134,786.829.470,0
557,0500000US35015,,,0
558,0500000US35039,15332141301.592,,0
559,0500000US41007,2209220366.013,1.197.679.445,0
560,0500000US41017,,,0
561,0500000US41019,13141214097.248999,,0
562,0500000US42003,1932260171.765,1.932.260.172,2
563,0500000US42033,2994409084.297,,0
564,0500000US42041,1428588277.931,1.428.588.278,1
565,0500000US42045,495498546.239,495.498.546,0
566,0500000US42051,2072450886.2529998,1.926.010.665,0
567,0500000US42061,2307952058.3320003,,0
568,0500000US42071,2553784835.999,,0
569,0500000US42089,1601384042.6720002,1.601.384.043,0
570,0500000US42099,1441961748.359,1.441.961.748,0
571,0500000US42127,1947176304.613,1.947.176.305,0
572,0500000US42133,2364179765.777,,1
573,0500000US44009,,,0
574,0500000US45003,2813589417.8329997,,0
575,0500000US45007,1971162819.9989998,1.971.162.820,0
576,0500000US45017,1021654506.112,1.021.654.506,0
577,0500000US45035,1499323293.381,1.490.736.255,0
578,0500000US45041,2092316766.016,812.187.179,0
579,0500000US45051,2983030820.956,,1
580,0500000US45055,1926854851.175,1.926.854.851,0
581,0500000US51097,847993279.416,847.993.279,0
582,0500000US51107,1353685664.155,1.353.685.664,0
583,0500000US51121,1011940101.344,1.011.940.101,0
584,0500000US51137,892838202.097,520.182.985,0
585,0500000US51139,813721786.878,813.721.787,0
586,0500000US51155,856359555.6860001,736.742.890,0
587,0500000US51163,1559429496.086,1.559.429.496,0
588,0500000US51179,724415644.575,679.732.455,0
589,0500000US51187,565844074.663,472.515.008,0
590,0500000US51199,323844389.494,323.844.389,0
591,0500000US53047,,,0
592,0500000US53049,2443284937.778,613.346.120,0
593,0500000US53061,5460674818.766,,1
594,0500000US53071,3363465694.1809998,,0
595,0500000US54003,835262490.545,835.262.491,0
596,0500000US54007,1341030364.426,818.634.425,0
597,0500000US54013,729303156.4369999,695.332.076,0
598,0500000US54017,832497123.73,832.497.124,0
599,0500000US54019,,,0
600,0500000US54027,1674038623.293,32.167.295,0
601,0500000US54037,549462706.87,549.462.707,0
602,0500000US54041,1011900407.8119999,1.011.900.408,0
603,0500000US54043,,,0
604,0500000US54057,,,0
605,0500000US54065,596146746.895,485.435.258,0
606,0500000US54071,1813245098.171,1.813.245.098,0
607,0500000US54075,2447112812.709,282.963.370,0
608,0500000US54093,1093601826.358,989.608.784,0
609,0500000US54099,,,0
610,0500000US55007,3912759297.578,2.016.638.051,0
611,0500000US55023,1553271502.7020001,1.520.976.903,0
612,0500000US55051,,,0
613,0500000US55057,2086412439.851,1.370.495.088,0
614,0500000US55107,2409992779.854,930.179.480,0
615,0500000US55121,1922279959.5470002,1.922.279.960,0
616,0500000US56003,,,0
617,0500000US56013,,,0
618,0500000US56035,,,0
619,0500000US01041,1591799253.9120002,1.194.852.480,0
620,0500000US01099,2696062366.1879997,69.956.333,0
621,0500000US02100,,,0
622,0500000US04001,29185770091.665,,0
623,0500000US05001,2690440226.485,908.166.492,0
624,0500000US05029,1474389984.2020001,1.474.389.984,0
625,0500000US05057,1929596378.533,1.929.596.379,0
626,0500000US05145,2711312151.451,2.088.858.894,0
627,0500000US06017,4640041330.077,,0
628,0500000US06043,,,0
629,0500000US06071,52316116832.164,,1
630,0500000US08035,2188890905.936,,0
631,0500000US10003,1129091106.783,1.129.091.107,0
632,0500000US12079,1866305035.522,1.866.305.036,0
633,0500000US12113,2993253962.378,,0
634,0500000US13001,,,0
635,0500000US13135,1136997102.958,1.136.997.103,3
636,0500000US13311,630244492.507,630.244.493,0
637,0500000US45059,1883821596.5010002,1.861.246.531,0
638,0500000US45065,1025270774.138,1.025.270.774,0
639,0500000US45075,2936902629.0259995,,0
640,0500000US45079,2008920629.1039999,2.008.920.629,3
641,0500000US45085,1775889183.735,1.596.483.962,0
642,0500000US46023,,,0
643,0500000US46041,,,0
644,0500000US46055,,,0
645,0500000US46075,,,0
646,0500000US46127,1210997848.295,1.210.997.848,0
647,0500000US46137,,,0
648,0500000US47013,1295354059.833,1.295.354.060,0
